what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302977328844
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302977336712
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977341391
opened,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302977341781
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302977341821
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977359654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977363685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977368066
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1302977368074
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1302977368074
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302977372627
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977382136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977397174
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977401546
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302977414245
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977417627
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302977422225
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977426570
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977427271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977430572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977433235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977439810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977446816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977450583
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977453149
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302977463909
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977502407
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302977506462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977519164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977520650
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977520667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977520682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977523750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977553946
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302977558078
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302977559405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977566071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977567870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977638536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977675920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977676326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977677513
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977678742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977749901
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977765504
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977765680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977765820
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977765925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302977783888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977784774
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977794226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977794400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977794543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977794682
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302977798441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977799001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977801415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977809434
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977812720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977816966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977850757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977859694
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977859870
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977860010
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977860150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302977865151
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977866037
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302977873380
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302977878778
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977879367
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1302977881516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302977883942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977884797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977896003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977898402
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977901871
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302977908344
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1302977908463
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1302977914870
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302977915515
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1302977920622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977925276
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977938273
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302977938281
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977953449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977956142
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302977956971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977961693
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977961792
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977964961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302977966654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302977976209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978079952
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302978085043
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302978086662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302978090611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978091069
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978094766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978105638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978108382
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978169332
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302978171304
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302978173459
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302978188267
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978188909
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978200380
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302978202887
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302978203228
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978203735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978204077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978221952
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302978229222
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302978229381
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302978247462
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302978256475
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302978256638
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302978258865
activated,editor,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.editor",1302978260419
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302978261016
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302978261532
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978268579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978268769
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978290232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978293685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1302978295900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978296634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978299724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978334567
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302978355199
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1302978355346
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302978357542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302978358395
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978359666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978364394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978365279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302978365928
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302978369631
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302978372744
